file,year,survey_type,agency_scope,question_id,main_question,question_texts,survey_variable_names,data_file_variable_names,variable_formats,values,value_labels,domain,weight_priority,matched_keywords
2006_AM_data.xlsx,2006,AM,,44,"Do your agency deploy bicycle or pedestrian systems (e.g., pedestrian detectors, pedestrian activated lighted crosswalks, specialized pedestrian signals such as 'countdown' WALK/DON'T WALK signals and bicycle-actuated signals)?","Do your agency deploy bicycle or pedestrian systems (e.g., pedestrian detectors, pedestrian activated lighted crosswalks, specialized pedestrian signals such as 'countdown' WALK/DON'T WALK signals and bicycle-actuated signals)?",BicyclePedSystem,06_AM_Q44_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Vulnerable Road User Safety Applications,High,pedestrian; bicycle
2006_AM_data.xlsx,2006,AM,,45,"Does your agency deploy special event systems (e.g., traffic signal operating plans, temporary lane restrictions, traveler guidance, or other measures)?","Does your agency deploy special event systems (e.g., traffic signal operating plans, temporary lane restrictions, traveler guidance, or other measures)?",SpecialEventSystem,06_AM_Q45_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Signal Management and Intersection Control,High,traffic signal
2006_AM_data.xlsx,2006,AM,,46,Does your agency use video imaging to assist with data collection at arterial incident scenes to speed the reopening of travel lanes?,Does your agency use video imaging to assist with data collection at arterial incident scenes to speed the reopening of travel lanes?,VideoSpeedReopening,06_AM_Q46_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Traffic Monitoring and Data Collection,High,data collection; video imaging
2006_AM_data.xlsx,2006,AM,,47,"Does your agency deploy temporary traffic control devices, such as portable message signs and lane control signs, to help ensure the safety of arterial incident scenes?","Does your agency deploy temporary traffic control devices, such as portable message signs and lane control signs, to help ensure the safety of arterial incident scenes?",TempTrafficControl,06_AM_Q47_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Active Traffic and Demand Management,Low,lane control
2006_AM_data.xlsx,2006,AM,,48,Please check the ITS Standards that you are using (deployed or in current RFP) or considering (assessing for use) in your agency’s systems from the list below.,"Please check the ITS Standards that you are using (deployed or in current RFP) or considering (assessing for use) in your agency’s systems from the list below. || AASHTO-ITE TM 2.1, Standards for Traffic Management Center-to-Center Communications (TMDD) -using || IEEE 1512 – Family of Standards for Incident Management Message Sets - using || SAE J2354 – Message Set for Advanced Traveler Information System (ATIS) - using || APTA TCIP Dialogs – Transit Communications Interface Profile - using || AASHTO-ITE TM 2.1, Standards for Traffic Management Center-to-Center Communications (TMDD) - considering || IEEE 1512 – Family of Standards for Incident Management Message Sets - considering || SAE J2354 – Message Set for Advanced Traveler Information System (ATIS) -considering || APTA TCIP Dialogs – Transit Communications Interface Profile -considering",UseAASHTO || UseIEEE || UseSAE || UseAPTA || ConAASHTO || ConIEEE || ConSAE || ConAPTA,06_AM_Q48_1R01C01 || 06_AM_Q48_1R02C01 || 06_AM_Q48_1R03C01 || 06_AM_Q48_1R04C01 || 06_AM_Q48_1R01C02 || 06_AM_Q48_1R02C02 || 06_AM_Q48_1R03C02 || 06_AM_Q48_1R04C02,Boolean,"0,1",0=No;1=Yes,Traveler Information and User Services,Low,traveler information
2006_AM_data.xlsx,2006,AM,,49,Please check the equipment packages (from the list below) define in the ATIS1-Broadcast Traveler Information Market Package that are featured in your Regional ITS Architecture (if any).,Please check the equipment packages (from the list below) define in the ATIS1-Broadcast Traveler Information Market Package that are featured in your Regional ITS Architecture (if any). || Basic Information Broadcast || ISP Traveler Data Collection || Personal Basic Information Reception || Remote Basic Information Reception || Basic Vehicle Reception,EquipkgBib || EquipkgIsp || EquipkgPbir || EquipkgRbir || EquipkgBvr,06_AM_Q49_1R01C01 || 06_AM_Q49_1R02C01 || 06_AM_Q49_1R03C01 || 06_AM_Q49_1R04C01 || 06_AM_Q49_1R05C01,Boolean,"0,1",0=No;1=Yes,Traffic Monitoring and Data Collection,High,data collection
2006_AM_data.xlsx,2006,AM,,49,Please check the equipment packages (from the list below) define in the ATIS1-Broadcast Traveler Information Market Package that are featured in your Regional ITS Architecture (if any).,Please check the equipment packages (from the list below) define in the ATIS1-Broadcast Traveler Information Market Package that are featured in your Regional ITS Architecture (if any). || Basic Information Broadcast || ISP Traveler Data Collection || Personal Basic Information Reception || Remote Basic Information Reception || Basic Vehicle Reception,EquipkgBib || EquipkgIsp || EquipkgPbir || EquipkgRbir || EquipkgBvr,06_AM_Q49_1R01C01 || 06_AM_Q49_1R02C01 || 06_AM_Q49_1R03C01 || 06_AM_Q49_1R04C01 || 06_AM_Q49_1R05C01,Boolean,"0,1",0=No;1=Yes,Traveler Information and User Services,Low,traveler information
2006_AM_data.xlsx,2006,AM,,49,Please check the equipment packages (from the list below) define in the ATIS1-Broadcast Traveler Information Market Package that are featured in your Regional ITS Architecture (if any).,Please check the equipment packages (from the list below) define in the ATIS1-Broadcast Traveler Information Market Package that are featured in your Regional ITS Architecture (if any). || Basic Information Broadcast || ISP Traveler Data Collection || Personal Basic Information Reception || Remote Basic Information Reception || Basic Vehicle Reception,EquipkgBib || EquipkgIsp || EquipkgPbir || EquipkgRbir || EquipkgBvr,06_AM_Q49_1R01C01 || 06_AM_Q49_1R02C01 || 06_AM_Q49_1R03C01 || 06_AM_Q49_1R04C01 || 06_AM_Q49_1R05C01,Boolean,"0,1",0=No;1=Yes,ITS Program Planning and Operational Support,Medium,architecture
2006_AM_data.xlsx,2006,AM,,53,Which of the following items describe the functional capabilities of your TOC/TMC? (Check all that apply),"Which of the following items describe the functional capabilities of your TOC/TMC? (Check all that apply) || Network or roadway surveillance and data collection || Incident management (e.g., detection, verification and monitoring of incident status) || Information dissemination to other agencies (public, private and/or interagency) || En-route driver information (dynamic message signs, highway advisory radio, || Environmental monitoring (e.g., air quality, noise and weather) || Special event traffic management || Evacuation management and traffic coordination || Emergency services traffic control coordination || Ramp management and control || Lane management and control (e.g., HOV, reversible lanes) || Corridor management/traffic signal coordination or control || Network performance monitoring, evaluation and reporting || Road Weather Management || Other",TMCCapabilitiesNetwork || TMCCapabilitiesIncident || TMCCapabilitiesInformation || TMCCapabilitiesEnroute || TMCCapabilitiesEnvironment || TMCCapabilitiesSpecial || TMCCapabilitiesEvacuation || TMCCapabilitiesEmergency || TMCCapabilitiesRamp || TMCCapabilitiesLane || TMCCapabilitiesCorridor || TMCCapabilitiesPerformance || TMCCapabilitiesRwm || TMCCapabilitiesOther,06_AM_Q53_1R01C01 || 06_AM_Q53_1R02C01 || 06_AM_Q53_1R03C01 || 06_AM_Q53_1R04C01 || 06_AM_Q53_1R05C01 || 06_AM_Q53_1R06C01 || 06_AM_Q53_1R07C01 || 06_AM_Q53_1R08C01 || 06_AM_Q53_1R09C01 || 06_AM_Q53_1R10C01 || 06_AM_Q53_1R11C01 || 06_AM_Q53_1R12C01 || 06_AM_Q53_1R13C01 || 06_AM_Q53_1R14C01TXT,Boolean || Text,"0,1",0=No;1=Yes,Signal Management and Intersection Control,High,traffic signal; traffic signal coordination
2006_AM_data.xlsx,2006,AM,,53,Which of the following items describe the functional capabilities of your TOC/TMC? (Check all that apply),"Which of the following items describe the functional capabilities of your TOC/TMC? (Check all that apply) || Network or roadway surveillance and data collection || Incident management (e.g., detection, verification and monitoring of incident status) || Information dissemination to other agencies (public, private and/or interagency) || En-route driver information (dynamic message signs, highway advisory radio, || Environmental monitoring (e.g., air quality, noise and weather) || Special event traffic management || Evacuation management and traffic coordination || Emergency services traffic control coordination || Ramp management and control || Lane management and control (e.g., HOV, reversible lanes) || Corridor management/traffic signal coordination or control || Network performance monitoring, evaluation and reporting || Road Weather Management || Other",TMCCapabilitiesNetwork || TMCCapabilitiesIncident || TMCCapabilitiesInformation || TMCCapabilitiesEnroute || TMCCapabilitiesEnvironment || TMCCapabilitiesSpecial || TMCCapabilitiesEvacuation || TMCCapabilitiesEmergency || TMCCapabilitiesRamp || TMCCapabilitiesLane || TMCCapabilitiesCorridor || TMCCapabilitiesPerformance || TMCCapabilitiesRwm || TMCCapabilitiesOther,06_AM_Q53_1R01C01 || 06_AM_Q53_1R02C01 || 06_AM_Q53_1R03C01 || 06_AM_Q53_1R04C01 || 06_AM_Q53_1R05C01 || 06_AM_Q53_1R06C01 || 06_AM_Q53_1R07C01 || 06_AM_Q53_1R08C01 || 06_AM_Q53_1R09C01 || 06_AM_Q53_1R10C01 || 06_AM_Q53_1R11C01 || 06_AM_Q53_1R12C01 || 06_AM_Q53_1R13C01 || 06_AM_Q53_1R14C01TXT,Boolean || Text,"0,1",0=No;1=Yes,Traffic Monitoring and Data Collection,High,data collection
2006_AM_data.xlsx,2006,AM,,53,Which of the following items describe the functional capabilities of your TOC/TMC? (Check all that apply),"Which of the following items describe the functional capabilities of your TOC/TMC? (Check all that apply) || Network or roadway surveillance and data collection || Incident management (e.g., detection, verification and monitoring of incident status) || Information dissemination to other agencies (public, private and/or interagency) || En-route driver information (dynamic message signs, highway advisory radio, || Environmental monitoring (e.g., air quality, noise and weather) || Special event traffic management || Evacuation management and traffic coordination || Emergency services traffic control coordination || Ramp management and control || Lane management and control (e.g., HOV, reversible lanes) || Corridor management/traffic signal coordination or control || Network performance monitoring, evaluation and reporting || Road Weather Management || Other",TMCCapabilitiesNetwork || TMCCapabilitiesIncident || TMCCapabilitiesInformation || TMCCapabilitiesEnroute || TMCCapabilitiesEnvironment || TMCCapabilitiesSpecial || TMCCapabilitiesEvacuation || TMCCapabilitiesEmergency || TMCCapabilitiesRamp || TMCCapabilitiesLane || TMCCapabilitiesCorridor || TMCCapabilitiesPerformance || TMCCapabilitiesRwm || TMCCapabilitiesOther,06_AM_Q53_1R01C01 || 06_AM_Q53_1R02C01 || 06_AM_Q53_1R03C01 || 06_AM_Q53_1R04C01 || 06_AM_Q53_1R05C01 || 06_AM_Q53_1R06C01 || 06_AM_Q53_1R07C01 || 06_AM_Q53_1R08C01 || 06_AM_Q53_1R09C01 || 06_AM_Q53_1R10C01 || 06_AM_Q53_1R11C01 || 06_AM_Q53_1R12C01 || 06_AM_Q53_1R13C01 || 06_AM_Q53_1R14C01TXT,Boolean || Text,"0,1",0=No;1=Yes,Traveler Information and User Services,Low,highway advisory radio
2006_AM_data.xlsx,2006,AM,,53,Which of the following items describe the functional capabilities of your TOC/TMC? (Check all that apply),"Which of the following items describe the functional capabilities of your TOC/TMC? (Check all that apply) || Network or roadway surveillance and data collection || Incident management (e.g., detection, verification and monitoring of incident status) || Information dissemination to other agencies (public, private and/or interagency) || En-route driver information (dynamic message signs, highway advisory radio, || Environmental monitoring (e.g., air quality, noise and weather) || Special event traffic management || Evacuation management and traffic coordination || Emergency services traffic control coordination || Ramp management and control || Lane management and control (e.g., HOV, reversible lanes) || Corridor management/traffic signal coordination or control || Network performance monitoring, evaluation and reporting || Road Weather Management || Other",TMCCapabilitiesNetwork || TMCCapabilitiesIncident || TMCCapabilitiesInformation || TMCCapabilitiesEnroute || TMCCapabilitiesEnvironment || TMCCapabilitiesSpecial || TMCCapabilitiesEvacuation || TMCCapabilitiesEmergency || TMCCapabilitiesRamp || TMCCapabilitiesLane || TMCCapabilitiesCorridor || TMCCapabilitiesPerformance || TMCCapabilitiesRwm || TMCCapabilitiesOther,06_AM_Q53_1R01C01 || 06_AM_Q53_1R02C01 || 06_AM_Q53_1R03C01 || 06_AM_Q53_1R04C01 || 06_AM_Q53_1R05C01 || 06_AM_Q53_1R06C01 || 06_AM_Q53_1R07C01 || 06_AM_Q53_1R08C01 || 06_AM_Q53_1R09C01 || 06_AM_Q53_1R10C01 || 06_AM_Q53_1R11C01 || 06_AM_Q53_1R12C01 || 06_AM_Q53_1R13C01 || 06_AM_Q53_1R14C01TXT,Boolean || Text,"0,1",0=No;1=Yes,Active Traffic and Demand Management,Low,hov
2006_AM_data.xlsx,2006,AM,,55,"What tools, resources, or support mechanisms are most helpful for implementing ITS standards? (Check all that apply)","What tools, resources, or support mechanisms are most helpful for implementing ITS standards? (Check all that apply) || Training courses || Published standards provided for free || Workshops || Web sites || Forums || E-Mail bulletins || Software tools || Case studies || Peer to peer || Guidance documents || Other",TMCHelpfultoolsTraining || TMCHelpfultoolsPublished || TMCHelpfultoolsWorkshops || TMCHelpfultoolsWebsites || TMCHelpfultoolsForums || TMCHelpfultoolsEmail || TMCHelpfultoolsSoftware || TMCHelpfultoolsCase || TMCHelpfultoolsPeer || TMCHelpfultoolsGuidance || TMCHelpfultoolsOther,06_AM_Q55_1R01C01 || 06_AM_Q55_1R02C01 || 06_AM_Q55_1R03C01 || 06_AM_Q55_1R04C01 || 06_AM_Q55_1R05C01 || 06_AM_Q55_1R06C01 || 06_AM_Q55_1R07C01 || 06_AM_Q55_1R08C01 || 06_AM_Q55_1R09C01 || 06_AM_Q55_1R10C01 || 06_AM_Q55_1R10C01TXT,Boolean || Text,"0,1",0=No;1=Yes,ITS Program Planning and Operational Support,Medium,training
